flight_id,flight_date,airline,flight_number,origin_airport,destination_airport,delay_in_minutes,cancelled,cancel_reason
3814,2015-03-14,MQ,3151,XNA,ORD,551,0,
3815,2015-07-20,MQ,3164,ORD,FSD,134,0,
3816,2015-03-24,OO,4442,GEG,SLC,239,0,
3817,2015-05-09,OO,5603,PHX,SFO,640,0,
3818,2015-07-28,OO,5177,IAH,BZN,208,0,
3819,2015-09-24,UA,1079,DEN,MIA,542,0,
3820,2015-04-04,UA,779,LAX,JFK,155,0,
3821,2015-05-05,DL,771,MKE,ATL,770,0,
3822,2015-10-09,EV,3920,IAH,DAL,320,0,
3823,2015-03-13,HA,508,LIH,OGG,349,0,
3824,2015-10-19,DL,1122,RSW,ATL,398,0,
3825,2015-09-22,DL,1929,LGA,SRQ,157,0,
3826,2015-10-12,EV,4728,LFT,IAH,484,0,
3827,2015-03-20,EV,5541,AGS,ATL,711,0,
3828,2015-05-03,HA,331,ITO,HNL,372,0,
3829,2015-10-18,OO,5184,IAH,IND,37,0,
3830,2015-03-01,UA,1727,BOS,SFO,818,0,
3831,2015-11-08,F9,574,SLC,DEN,174,1,Security
3832,2015-09-19,VX,218,SFO,AUS,388,0,
3833,2015-03-27,WN,119,ATL,LGA,764,0,
3834,2015-03-12,WN,697,AUS,HOU,13,0,
3835,2015-05-17,WN,3684,BNA,SAN,193,0,
3836,2015-02-11,WN,1089,BOS,BWI,904,0,
3837,2015-09-03,WN,397,BWI,LAX,215,0,
3838,2015-08-27,WN,851,CLT,HOU,129,1,Security
3839,2015-07-01,WN,1762,DCA,HOU,129,0,
3840,2015-08-11,WN,3764,FLL,ISP,76,1,Weather
3841,2015-01-28,WN,2055,JAX,ATL,754,0,
3842,2015-01-01,WN,4391,LAS,SFO,351,0,
3843,2015-05-24,WN,1722,LAX,MKE,158,0,
3844,2015-08-27,WN,4122,MEM,MCO,736,0,
3845,2015-05-10,WN,2267,MSY,MDW,146,1,Security
3846,2015-10-14,WN,1768,PHX,MKE,936,0,
3847,2015-09-16,WN,810,RDU,TPA,582,0,
3848,2015-03-27,WN,879,RSW,MDW,625,0,
3849,2015-09-18,WN,380,SAT,LAX,111,0,
3850,2015-08-05,WN,335,SJC,SNA,814,0,
3851,2015-12-15,WN,1122,SLC,DEN,808,0,
3852,2015-11-26,WN,353,TPA,PHL,955,0,
3853,2015-11-27,WN,368,OKC,HOU,162,0,
3854,2015-12-05,WN,1662,ONT,PHX,91,0,
3855,2015-08-28,UA,1455,MCO,EWR,35,0,
3856,2015-09-20,AA,29,DFW,ONT,373,1,Security
3857,2015-03-02,AA,96,STL,DFW,194,1,Airline/Carrier
3858,2015-09-11,AA,1265,LAX,CMH,734,0,
3859,2015-07-02,AA,1343,CLT,DFW,867,0,
3860,2015-05-24,AA,1375,ORD,RSW,191,1,Weather
3861,2015-10-09,AA,2356,ORD,SFO,279,0,
3862,2015-02-14,AA,2425,DFW,LAX,292,0,
3863,2015-02-11,AS,80,ANC,SEA,552,0,
3864,2015-01-21,B6,460,FLL,BDL,34,0,
3865,2015-09-18,B6,1753,FLL,SJU,591,0,
3866,2015-05-15,DL,936,ATL,OMA,225,0,
3867,2015-10-07,DL,1175,ABQ,MSP,714,1,Airline/Carrier
3868,2015-09-01,DL,2511,TUS,MSP,437,0,
3869,2015-12-06,DL,2607,LGA,PBI,391,1,Weather
3870,2015-06-29,DL,315,ATL,DEN,354,0,
3871,2015-07-08,EV,4615,BNA,EWR,215,0,
3872,2015-08-22,EV,5358,ATL,ILM,139,0,
3873,2015-12-30,F9,1060,PHX,ORD,164,1,Weather
3874,2015-10-09,F9,1121,RSW,CLE,379,0,
3875,2015-09-20,F9,1291,FLL,CVG,433,0,
3876,2015-01-27,F9,244,DEN,IAH,464,0,
3877,2015-03-15,MQ,2835,DFW,PNS,382,0,
3878,2015-01-19,MQ,2877,ORD,BNA,201,1,Security
3879,2015-11-25,MQ,2757,ORD,ABQ,200,1,Airline/Carrier
3880,2015-08-17,MQ,3274,ORD,CMI,89,0,
3881,2015-02-06,MQ,3482,SGF,DFW,764,0,
3882,2015-07-11,OO,5335,CEC,SFO,390,0,
3883,2015-04-06,UA,319,MCO,IAH,335,0,
3884,2015-11-06,EV,4711,EWR,STL,413,0,
3885,2015-01-29,MQ,3527,PNS,MIA,439,1,Airline/Carrier
3886,2015-02-12,OO,5265,SLC,IAH,242,0,
3887,2015-12-28,OO,4990,ICT,ORD,525,0,
3888,2015-02-17,EV,3965,ORD,SDF,321,0,
3889,2015-05-24,B6,1274,CHS,JFK,423,1,Security
3890,2015-09-04,EV,4199,IAH,CLE,302,1,Airline/Carrier
3891,2015-11-25,NK,927,ORD,MCO,774,0,
3892,2015-05-15,DL,670,ATL,SDF,293,0,
3893,2015-01-19,US,1808,ATL,CLT,321,0,
3894,2015-07-03,VX,406,LAX,JFK,791,0,
3895,2015-07-08,WN,2142,AUS,SAN,307,1,Security
3896,2015-08-23,WN,200,BOS,MDW,524,0,
3897,2015-05-18,WN,4990,DAL,ELP,914,0,
3898,2015-06-03,WN,1592,DAL,SNA,967,0,
3899,2015-04-11,WN,629,DEN,TPA,216,0,
3900,2015-04-24,WN,480,HOU,CRP,700,1,Security
3901,2015-09-11,WN,355,LAS,MAF,465,0,
3902,2015-04-02,WN,342,LIT,MDW,627,0,
3903,2015-08-22,WN,1972,MCI,DAL,228,0,
3904,2015-03-03,WN,892,MCI,MKE,728,0,
3905,2015-08-05,WN,2373,MCO,ALB,58,1,Airline/Carrier
3906,2015-10-24,WN,3739,MCO,ATL,754,0,
3907,2015-05-25,WN,838,MCO,MHT,213,0,
3908,2015-03-28,WN,206,OAK,BUR,822,0,
3909,2015-08-04,WN,4564,OAK,ONT,23,0,
3910,2015-04-18,WN,1448,PHX,MDW,991,0,
3911,2015-02-14,WN,1974,SAN,SMF,534,0,
3912,2015-02-28,WN,182,OAK,SAN,276,1,Security
3913,2015-12-22,WN,167,OAK,SNA,961,0,
3914,2015-06-11,WN,317,OKC,LAS,666,0,
3915,2015-05-22,UA,1224,LAX,HNL,169,1,Airline/Carrier
3916,2015-01-19,UA,1474,SFO,DFW,946,1,Security
3917,2015-06-08,AA,380,ORD,LGA,914,0,
3918,2015-06-01,AA,1289,DFW,AUS,571,0,
3919,2015-01-10,AA,1620,ORD,RDU,710,0,
3920,2015-10-13,AS,627,LAS,PDX,530,0,
3921,2015-02-01,AS,725,SLC,SEA,636,0,
3922,2015-08-13,AS,788,SEA,MSY,185,0,
3923,2015-04-11,AS,794,SEA,ABQ,82,0,
3924,2015-05-09,B6,152,MCO,BOS,134,0,
3925,2015-04-06,DL,823,CLT,ATL,194,0,
3926,2015-06-21,DL,2267,ATL,SAN,364,0,
3927,2015-03-09,DL,2565,LAS,SLC,34,0,
3928,2015-02-23,DL,1680,ATL,SFO,335,1,Weather
3929,2015-08-07,EV,2517,MLI,DFW,223,0,
3930,2015-01-22,EV,2520,CRP,DFW,217,1,Security
3931,2015-01-20,EV,4378,ELP,IAH,6,0,
3932,2015-06-05,EV,5069,EVV,ATL,664,0,
3933,2015-09-21,MQ,2824,AEX,DFW,490,0,
3934,2015-03-06,MQ,2954,DFW,GJT,539,1,Security
3935,2015-06-28,MQ,2989,DFW,LBB,503,0,
3936,2015-09-16,MQ,3241,DFW,ABI,226,0,
3937,2015-03-22,MQ,3397,EYW,MIA,97,0,
3938,2015-05-26,MQ,3460,ORD,DSM,822,0,
3939,2015-08-16,MQ,3656,DFW,SJT,865,0,
3940,2015-11-30,OO,5646,SFO,SBA,924,0,
3941,2015-03-19,OO,6283,SFO,MCI,567,0,
3942,2015-08-27,OO,5260,SFO,FAT,493,0,
3943,2015-11-26,OO,2632,ORD,MKE,138,0,
3944,2015-06-22,OO,3468,SEA,OMA,535,0,
3945,2015-09-12,OO,6380,SFO,BOI,670,0,
3946,2015-12-18,OO,6327,LAX,SAN,111,1,Security
3947,2015-04-07,OO,6415,DEN,GTF,173,0,
3948,2015-04-29,UA,1192,DEN,TPA,326,0,
3949,2015-01-12,UA,1747,MIA,EWR,739,1,Security
3950,2015-11-03,EV,5903,LIT,ORD,714,0,
3951,2015-08-07,HA,157,OGG,HNL,458,0,
3952,2015-10-24,OO,5367,ONT,SFO,135,1,Weather
3953,2015-05-25,OO,6253,ASE,DEN,267,0,
3954,2015-06-02,OO,5625,MFR,SFO,445,0,
3955,2015-04-22,B6,971,LGA,FLL,902,1,Security
3956,2015-08-05,EV,4174,FNT,ORD,832,1,Security
3957,2015-03-29,NK,138,MCO,ACY,920,0,
3958,2015-01-22,OO,5540,TUS,DEN,655,1,Airline/Carrier
3959,2015-04-29,UA,239,SFO,ORD,448,1,Airline/Carrier
3960,2015-01-03,UA,1456,CLE,MCO,455,0,
3961,2015-03-11,NK,639,DTW,TPA,636,0,
3962,2015-01-07,OO,5198,TVC,ORD,954,0,
3963,2015-08-06,DL,2359,RSW,CVG,164,0,
3964,2015-04-11,EV,4415,IAH,SAV,151,0,
3965,2015-09-06,OO,5582,IND,ORD,840,1,Airline/Carrier
3966,2015-04-27,OO,5654,ACV,SFO,190,0,
3967,2015-07-30,UA,392,SFO,LAS,702,0,
3968,2015-04-05,US,2030,JAX,PHL,26,0,
3969,2015-03-14,UA,435,SFO,STL,300,0,
3970,2015-09-11,UA,589,ORD,IAH,313,1,Security
3971,2015-09-11,UA,662,SFO,MSP,222,0,
3972,2015-01-08,VX,766,DAL,LGA,199,0,
3973,2015-03-10,WN,2605,CHS,HOU,926,0,
3974,2015-01-20,WN,473,FLL,ATL,451,0,
3975,2015-08-01,WN,987,LAS,ICT,947,0,
3976,2015-08-01,WN,2261,MCO,FNT,205,0,
3977,2015-11-18,WN,914,MDW,LAX,224,1,Weather
3978,2015-11-17,WN,700,OAK,BOI,189,1,Airline/Carrier
3979,2015-01-23,WN,3849,OAK,MCI,484,0,
3980,2015-06-08,WN,1452,RSW,IND,623,0,
3981,2015-04-01,WN,2078,SEA,SAN,903,0,
3982,2015-11-17,WN,2340,TPA,CAK,347,0,
3983,2015-01-06,WN,207,TPA,CMH,69,0,
3984,2015-08-12,US,479,PHX,SMF,653,1,Airline/Carrier
3985,2015-05-19,US,625,PHX,BOI,776,0,
3986,2015-12-20,AA,1292,DFW,TUL,564,0,
3987,2015-06-01,AA,1471,DEN,DFW,478,1,Security
3988,2015-12-14,AA,1530,ORD,SJC,609,1,Airline/Carrier
3989,2015-11-26,AA,1629,SAT,DFW,953,0,
3990,2015-11-19,AA,1662,DFW,ABQ,897,0,
3991,2015-01-02,AA,1513,ATL,DFW,653,0,
3992,2015-04-12,AA,2226,TPA,DFW,228,0,
3993,2015-03-12,B6,62,PBI,LGA,526,1,Security
3994,2015-06-19,DL,1075,DEN,JFK,523,0,
3995,2015-02-09,DL,1286,ATL,LGA,571,0,
3996,2015-10-11,AA,1460,PHX,DFW,378,1,Airline/Carrier
3997,2015-08-27,DL,2226,FLL,ATL,87,0,
3998,2015-01-15,DL,2310,DFW,ATL,216,0,
3999,2015-06-09,DL,2601,HSV,ATL,824,0,
4000,2015-01-06,AA,2389,TUL,DFW,769,0,
4001,2015-06-27,MQ,2780,MKE,DFW,524,0,
4002,2015-02-01,MQ,2931,ORD,BMI,731,0,
4003,2015-09-09,MQ,3242,ORD,OKC,176,1,Airline/Carrier
4004,2015-12-13,MQ,3184,GRK,DFW,868,1,Weather
4005,2015-03-06,MQ,3364,BHM,DFW,580,0,
4006,2015-05-28,NK,730,LAX,ORD,515,0,
4007,2015-10-28,OO,6368,DEN,ICT,279,0,
4008,2015-10-05,OO,6240,SFO,OKC,608,0,
4009,2015-01-01,OO,5268,OMA,ORD,426,1,Weather
4010,2015-08-24,OO,6270,SFO,RNO,437,0,
4011,2015-05-16,OO,4808,PHX,SEA,176,0,
4012,2015-03-14,B6,597,BOS,SEA,483,0,
4013,2015-03-19,EV,4495,EWR,SAV,45,0,
4014,2015-09-09,OO,4975,SFO,TUS,463,0,
4015,2015-10-18,UA,1751,ORD,MCO,754,0,
4016,2015-12-05,B6,218,CLT,JFK,807,0,
4017,2015-05-14,EV,4133,RIC,IAD,938,0,
4018,2015-09-16,EV,4409,RIC,EWR,345,0,
4019,2015-12-04,EV,4671,HRL,IAH,143,0,
4020,2015-02-25,NK,649,FLL,SJU,727,0,
4021,2015-12-18,EV,5783,DAL,IAH,128,1,Airline/Carrier
4022,2015-10-13,DL,2218,LAX,HNL,278,1,Airline/Carrier
4023,2015-06-22,HA,346,LIH,HNL,723,0,
4024,2015-09-17,OO,5309,SFO,ONT,349,0,
4025,2015-08-13,EV,5792,ATL,IAH,667,0,
4026,2015-06-05,B6,1410,JAX,BOS,719,0,
4027,2015-10-15,DL,1256,GPT,ATL,502,0,
4028,2015-10-18,DL,1391,ATL,HOU,668,0,
4029,2015-10-09,DL,1640,ATL,DTW,699,0,
4030,2015-03-28,EV,5175,ATL,CID,287,0,
4031,2015-06-06,OO,5354,DLH,ORD,122,0,
4032,2015-08-01,OO,6249,LAS,SFO,115,1,Weather
4033,2015-06-05,OO,6197,SFO,BUR,403,0,
4034,2015-04-24,UA,322,SFO,SEA,551,0,
4035,2015-11-30,US,1849,DCA,CLT,317,0,
4036,2015-01-24,VX,112,LAX,IAD,186,0,
4037,2015-05-03,WN,748,ATL,PHX,510,0,
4038,2015-12-29,WN,3483,BHM,MDW,406,1,Security
4039,2015-02-04,WN,1663,DAL,MCI,648,0,
4040,2015-12-29,WN,4482,DEN,PHL,704,0,
4041,2015-05-21,WN,943,DTW,MDW,579,0,
4042,2015-10-04,WN,450,FLL,IND,531,0,
4043,2015-01-12,WN,753,FLL,SJU,786,0,
4044,2015-11-10,WN,2366,LAS,SEA,259,1,Weather
4045,2015-09-20,WN,1094,LAX,OAK,251,0,
4046,2015-03-19,WN,560,MCO,CAK,113,0,
4047,2015-04-14,WN,690,OAK,LAS,770,1,Security
4048,2015-06-30,WN,2027,SLC,LAX,385,0,
4049,2015-01-04,WN,677,SLC,PHX,606,1,Weather
4050,2015-12-16,WN,682,PDX,SMF,295,1,Security
4051,2015-05-24,WN,1674,PHL,BNA,29,1,Security
4052,2015-04-26,UA,1140,RSW,CLE,694,0,
4053,2015-08-19,US,415,PHX,SJC,911,0,
4054,2015-06-18,US,493,PHX,OAK,275,0,
4055,2015-03-19,US,531,PHX,RNO,249,0,
4056,2015-07-29,AA,23,SFO,DFW,860,0,
4057,2015-07-07,AA,302,ORD,DEN,150,0,
4058,2015-08-24,AA,1201,ORD,AUS,789,0,
4059,2015-01-28,AA,1261,DFW,TUS,242,1,Security
4060,2015-02-10,AA,1633,DFW,MSP,459,0,
4061,2015-08-22,AA,1693,ORD,MCO,437,1,Weather
4062,2015-07-09,AA,2252,DFW,SEA,505,0,
4063,2015-11-02,AA,2337,SAN,DFW,445,1,Security
4064,2015-08-24,AS,619,LAS,SEA,865,0,
4065,2015-11-14,DL,837,ATL,HNL,506,0,
4066,2015-02-06,DL,1230,ATL,MSP,347,0,
4067,2015-11-19,DL,1240,ATL,TUS,492,0,
4068,2015-07-27,DL,2136,ATL,ELP,969,0,
4069,2015-02-05,DL,2281,ATL,MKE,804,0,
4070,2015-07-09,DL,2451,ATL,MEM,611,0,
4071,2015-05-01,DL,2484,RIC,ATL,837,0,
4072,2015-04-28,DL,2610,PBI,LGA,299,0,
4073,2015-12-04,DL,1772,ATL,PHX,60,0,
4074,2015-10-15,DL,1849,ATL,SLC,498,0,
4075,2015-10-19,EV,2532,BPT,DFW,619,0,
4076,2015-10-16,EV,5082,ATL,BMI,102,0,
4077,2015-12-01,EV,5143,ROA,ATL,543,0,
4078,2015-08-03,EV,5691,ORD,CLE,178,0,
4079,2015-02-24,F9,1257,MIA,ORD,182,0,
4080,2015-04-10,F9,358,DEN,MKE,962,1,Airline/Carrier
4081,2015-10-18,MQ,2838,ORD,COU,28,0,
4082,2015-06-07,MQ,3180,ORD,BIS,508,0,
4083,2015-04-22,MQ,3439,TYS,DFW,570,1,Security
4084,2015-08-27,MQ,3449,DFW,DRO,23,0,
4085,2015-01-01,NK,197,LGA,FLL,239,0,
4086,2015-07-17,OO,5365,LAX,SBP,964,0,
4087,2015-05-23,OO,2619,LAX,SMF,253,0,
4088,2015-01-20,OO,5610,TUL,IAH,684,0,
4089,2015-10-30,OO,6471,SFO,ABQ,880,0,
4090,2015-06-03,OO,6497,DEN,LIT,154,1,Security
4091,2015-09-05,DL,1089,IND,ATL,321,0,
4092,2015-06-18,EV,4399,MAF,IAH,28,0,
4093,2015-02-23,EV,4609,CRP,IAH,312,0,
4094,2015-09-03,EV,5113,DHN,ATL,721,0,
4095,2015-07-15,HA,207,KOA,HNL,694,0,
4096,2015-12-22,DL,1555,ATL,LAX,954,0,
4097,2015-04-21,EV,5163,ATL,TUL,252,0,
4098,2015-07-26,HA,208,HNL,KOA,993,0,
4099,2015-04-16,OO,6498,BOI,LAX,918,0,
4100,2015-03-07,EV,4672,MEM,EWR,876,0,
4101,2015-12-14,EV,4730,ORD,DAY,695,1,Airline/Carrier
4102,2015-09-18,OO,5423,MRY,LAX,697,0,
4103,2015-04-26,UA,325,FLL,CLE,938,0,
4104,2015-02-18,UA,1278,SFO,ATL,886,1,Security
4105,2015-08-18,UA,1451,SFO,ORD,508,0,
4106,2015-05-16,B6,533,BDL,TPA,745,0,
4107,2015-08-22,EV,4502,GSP,EWR,69,0,
4108,2015-08-08,UA,324,LAX,IAD,208,0,
4109,2015-11-03,US,2002,MEM,CLT,951,0,
4110,2015-05-19,US,2023,ORD,PHX,23,0,
4111,2015-01-17,UA,760,SFO,JFK,202,0,
4112,2015-07-31,VX,784,SEA,LAX,821,0,
4113,2015-12-17,WN,882,DAL,ATL,139,1,Weather
4114,2015-10-20,WN,199,DCA,DAL,977,1,Airline/Carrier
4115,2015-07-29,WN,1752,FLL,ALB,567,0,
4116,2015-06-13,WN,383,LAS,SJC,544,0,
4117,2015-06-03,WN,1009,LAX,SFO,511,0,
4118,2015-10-18,WN,4922,MDW,CLT,45,1,Security
4119,2015-10-10,WN,777,MSY,DAL,729,0,
4120,2015-01-20,WN,1133,PHX,LAS,279,0,
4121,2015-04-16,WN,341,SAN,MCO,512,0,
4122,2015-06-23,WN,1646,SAN,PHX,475,0,
4123,2015-04-10,WN,872,SDF,DEN,776,0,
4124,2015-03-03,WN,954,SJC,LAS,943,0,
4125,2015-08-14,WN,1602,SNA,PHX,161,0,
4126,2015-02-17,WN,1190,STL,DEN,14,0,
4127,2015-10-07,WN,389,ONT,LAS,652,1,Airline/Carrier
4128,2015-04-23,UA,1169,LAX,IAH,454,1,Weather
4129,2015-08-25,UA,1461,SFO,IAH,395,1,Security
4130,2015-07-30,US,443,SLC,PHX,3,0,
4131,2015-10-03,AA,123,DFW,HNL,889,0,
4132,2015-08-17,AA,1100,LGA,DFW,854,1,Security
4133,2015-08-28,AA,1133,LGA,MIA,418,0,
4134,2015-11-10,AA,1615,MIA,DFW,556,0,
4135,2015-03-02,AA,1524,LAS,DFW,732,1,Airline/Carrier
4136,2015-05-19,AA,1646,JFK,MIA,683,0,
4137,2015-09-24,AA,2278,DFW,MIA,693,0,
4138,2015-10-08,AA,2279,AUS,ORD,539,0,
4139,2015-07-06,AS,490,SEA,SAN,903,1,Airline/Carrier
4140,2015-11-05,B6,842,SAV,JFK,479,0,
4141,2015-04-17,B6,1083,BOS,RDU,938,0,
4142,2015-09-03,B6,965,BOS,RSW,888,0,
4143,2015-07-09,DL,439,JFK,SLC,514,0,
4144,2015-09-18,DL,812,ATL,ORD,720,0,
4145,2015-12-06,DL,1239,ATL,DFW,745,1,Airline/Carrier
4146,2015-01-15,AA,1448,DFW,BOS,137,0,
4147,2015-09-14,DL,2641,TPA,CVG,216,0,
4148,2015-07-01,B6,2269,BOS,FLL,468,0,
4149,2015-05-19,DL,1790,ATL,SAT,486,0,
4150,2015-03-13,AA,2393,MCO,JFK,277,1,Airline/Carrier
4151,2015-05-18,B6,1522,LGB,PDX,702,0,
4152,2015-08-27,EV,4372,ABQ,IAH,691,0,
4153,2015-07-21,EV,4599,IAH,HOB,928,0,
4154,2015-11-07,EV,5489,ATL,GNV,21,0,
4155,2015-04-08,EV,6073,DEN,BNA,546,0,
4156,2015-01-06,MQ,2776,HOU,DFW,348,0,
4157,2015-03-20,MQ,2790,DFW,HSV,848,0,
4158,2015-10-21,MQ,2996,DFW,VPS,234,1,Security
4159,2015-06-07,MQ,3196,SAF,DFW,390,0,
4160,2015-11-12,MQ,3263,DFW,ACT,553,0,
4161,2015-08-09,MQ,3373,DFW,LEX,948,0,
4162,2015-11-16,MQ,3269,BNA,ORD,567,0,
4163,2015-01-31,MQ,3404,TYR,DFW,377,1,Security
4164,2015-08-11,MQ,3491,CVG,DFW,118,0,
4165,2015-05-25,NK,239,BOS,RSW,237,0,
4166,2015-12-21,MQ,3636,MLU,DFW,670,1,Airline/Carrier
4167,2015-05-31,OO,4966,SFO,SUN,530,0,
4168,2015-06-11,OO,4848,DSM,MSP,597,0,
4169,2015-02-28,OO,2627,ICT,ORD,445,0,
4170,2015-03-02,OO,4452,LAX,OAK,643,1,Security
4171,2015-04-15,OO,4479,SLC,DEN,963,0,
4172,2015-04-13,OO,5436,ORD,SPI,413,0,
4173,2015-12-25,OO,6502,SFO,SAT,915,0,
4174,2015-09-17,UA,418,PBI,EWR,74,0,
4175,2015-03-12,UA,500,SFO,PDX,408,0,
4176,2015-07-13,UA,948,DEN,IAD,364,0,
4177,2015-02-21,EV,5067,ATL,JAN,219,0,
4178,2015-11-13,EV,5503,ATL,AGS,280,0,
4179,2015-08-12,EV,5802,MFE,IAH,854,0,
4180,2015-08-08,UA,1710,MCO,ORD,207,0,
4181,2015-08-17,EV,3927,PNS,IAH,33,0,
4182,2015-04-22,EV,4647,LRD,IAH,193,0,
4183,2015-12-08,HA,143,HNL,LIH,416,0,
4184,2015-09-23,OO,5325,FWA,ORD,694,0,
4185,2015-02-14,UA,753,SFO,AUS,14,0,
4186,2015-09-14,B6,208,JFK,PWM,593,0,
4187,2015-12-29,MQ,3370,DCA,JFK,869,0,
4188,2015-02-13,OO,2587,TUS,LAX,127,0,
4189,2015-02-23,UA,387,ORD,LGA,279,0,
4190,2015-10-29,US,720,PHX,CLT,125,1,Weather
4191,2015-04-01,US,1810,MSY,CLT,782,0,
4192,2015-12-25,US,1970,ORF,CLT,352,0,
4193,2015-06-08,US,2177,LGA,DCA,542,0,
4194,2015-06-29,UA,471,SFO,SAN,99,0,
4195,2015-11-13,UA,665,EWR,PBI,217,0,
4196,2015-02-12,VX,1351,BOS,SFO,910,1,Security
4197,2015-12-23,WN,1527,BWI,MCO,331,0,
4198,2015-01-02,WN,304,BWI,SAT,14,0,
4199,2015-10-29,WN,19,DAL,HOU,343,0,
4200,2015-10-17,WN,695,DCA,IND,270,0,
4201,2015-08-03,WN,704,DCA,RSW,168,0,
4202,2015-02-14,WN,763,DEN,SAT,943,1,Security
4203,2015-06-07,WN,20,HOU,DAL,929,1,Airline/Carrier
4204,2015-04-25,WN,978,HOU,DEN,466,1,Security
4205,2015-05-06,WN,1680,IND,TPA,164,0,
4206,2015-04-10,WN,4141,MSP,MDW,73,0,
4207,2015-06-07,WN,599,SDF,MDW,217,0,
4208,2015-05-20,WN,1076,SMF,LAX,373,0,
4209,2015-07-19,WN,448,TPA,AUS,231,0,
4210,2015-08-11,WN,395,TUL,DEN,349,1,Security
4211,2015-12-06,WN,713,OAK,PDX,299,0,
4212,2015-12-20,WN,170,OAK,SEA,776,0,
4213,2015-01-24,WN,456,PDX,LAS,391,0,
4214,2015-02-28,WN,647,PDX,OAK,839,0,
4215,2015-01-06,WN,732,PHL,ATL,531,0,
4216,2015-05-02,WN,891,PHL,MCO,509,1,Airline/Carrier
4217,2015-11-15,UA,1174,CLE,LAS,119,0,
4218,2015-04-04,UA,1248,LAX,ORD,273,0,
4219,2015-09-01,UA,1485,LAS,CLE,847,0,
4220,2015-10-21,UA,1507,EWR,LAX,377,0,
4221,2015-10-09,US,403,SFO,PHL,530,0,
4222,2015-09-18,AA,19,JFK,LAX,520,0,
4223,2015-12-07,AA,204,LAS,MIA,465,0,
4224,2015-04-02,AA,1120,DFW,LGA,967,0,
4225,2015-11-27,AA,1146,SEA,DFW,355,0,
4226,2015-03-31,AA,1279,OMA,DFW,43,0,
4227,2015-06-27,AA,1424,MIA,DEN,821,1,Airline/Carrier
4228,2015-05-11,AA,1176,SNA,DFW,195,0,
4229,2015-02-08,AA,1581,DCA,DFW,527,1,Weather
4230,2015-02-08,AA,2319,ORD,DFW,143,0,
4231,2015-05-21,AA,2456,DFW,SAT,105,0,
4232,2015-12-20,AS,65,WRG,PSG,563,0,
4233,2015-05-27,AS,358,SEA,SMF,936,0,
4234,2015-12-21,AS,523,BUR,SEA,177,0,
4235,2015-06-08,AA,2464,DFW,BNA,288,1,Security
4236,2015-11-20,B6,224,LAX,JFK,702,0,
4237,2015-10-01,DL,839,DCA,ATL,798,0,
4238,2015-03-07,DL,1134,PBI,ATL,137,0,
4239,2015-01-21,DL,1147,RDU,ATL,613,0,
4240,2015-05-08,DL,1353,ATL,PNS,207,0,
4241,2015-05-14,DL,2023,CHS,ATL,140,0,
4242,2015-01-25,DL,2025,BWI,ATL,549,0,
4243,2015-07-04,DL,2076,MCO,LGA,963,0,
4244,2015-09-15,DL,2127,ATL,FLL,225,0,
4245,2015-01-28,DL,2389,SFO,DTW,629,0,
4246,2015-08-02,DL,2583,FLL,JFK,708,1,Security
4247,2015-12-07,DL,12,SLC,MSP,709,0,
4248,2015-09-24,DL,150,ATL,DCA,618,0,
4249,2015-02-18,B6,2079,LAS,LGB,57,0,
4250,2015-12-10,DL,1562,ATL,BZN,871,1,Weather
4251,2015-07-07,DL,1698,FLL,LGA,364,0,
4252,2015-09-02,DL,1801,BOS,ATL,365,0,
4253,2015-06-21,DL,1844,DFW,DTW,875,1,Security
4254,2015-04-09,DL,1912,SLC,ATL,318,0,
4255,2015-04-29,DL,1947,LGA,ATL,590,0,
4256,2015-04-23,EV,2557,DFW,BRO,588,0,
4257,2015-01-08,EV,4981,SHV,ATL,410,1,Weather
4258,2015-06-15,EV,4872,ATL,AVL,860,0,
4259,2015-06-03,EV,5169,IAH,DTW,704,0,
4260,2015-10-03,EV,5545,LGA,ROC,598,0,
4261,2015-10-20,MQ,2837,DFW,CRP,253,0,
4262,2015-11-24,MQ,2783,ORD,SDF,926,1,Weather
4263,2015-01-03,MQ,2925,ORD,MHK,852,0,
4264,2015-03-07,MQ,3190,MAF,DFW,839,0,
4265,2015-08-11,MQ,3285,DFW,GRK,865,0,
4266,2015-10-19,MQ,3296,LRD,DFW,755,0,
4267,2015-11-03,MQ,3448,ORD,CHA,904,0,
4268,2015-12-17,OO,4672,MKE,MSP,821,0,
4269,2015-09-29,OO,4678,DLH,MSP,682,1,Security
4270,2015-11-30,OO,6254,MCI,ORD,514,0,
4271,2015-09-18,OO,4607,SLC,GEG,854,0,
4272,2015-09-30,OO,6322,SAN,LAX,641,0,
4273,2015-05-06,OO,6604,PHX,YUM,667,0,
4274,2015-03-29,OO,7380,SLC,CDC,967,0,
4275,2015-05-15,DL,2137,SLC,RNO,716,0,
4276,2015-04-06,DL,1402,ATL,LAS,5,0,
4277,2015-04-29,DL,2445,ATL,PBI,102,0,
4278,2015-03-18,EV,3258,JAX,ORD,696,0,
4279,2015-05-23,OO,4680,SLC,EUG,249,0,
4280,2015-01-07,UA,247,IAH,MIA,773,0,
4281,2015-04-12,DL,1379,BHM,ATL,879,0,
4282,2015-06-27,UA,342,SAT,IAH,827,0,
4283,2015-11-20,UA,731,LAX,SFO,63,1,Security
4284,2015-02-08,B6,1633,BTV,JFK,568,0,
4285,2015-04-12,EV,5608,TUL,DTW,610,0,
