gender,country,facebook_game,age,browser,total_playing_hours,total_money_spent
Male,Canada,Candy Crush Saga,30,Opera,43,4333.42
Female,United States,Township,27,Chrome,24,9871.29
Male,France,Zynga Poker,28,Safari,62,6444.13
Female,France,Township,21,Internet Explorer,17,2914.17
Male,France,Township,23,Chrome,21,5369.85
Male,France,Township,23,Opera,61,9900.61
Female,France,Zynga Poker,28,Safari,57,2241.49
Female,United States,Township,19,Safari,66,594.47
Female,France,Candy Crush Saga,29,Opera,83,8389.72
Female,United States,Candy Crush Saga,28,Safari,16,4657.82
Female,France,Candy Crush Saga,26,Internet Explorer,88,4121.36
Female,France,Zynga Poker,22,Internet Explorer,65,978.05
Female,Canada,Township,27,Safari,59,5388.38
Male,United States,Zynga Poker,25,Safari,70,885.5
Female,Canada,Zynga Poker,30,Opera,92,9842.84
Female,Canada,Zynga Poker,23,Internet Explorer,87,5569.89
Male,Israel,Zynga Poker,22,Chrome,22,878.65
Female,United States,Township,26,Chrome,68,9143.01
Male,Canada,Township,21,Internet Explorer,90,9673.26
Female,France,Township,27,Chrome,80,3108.11
Male,France,Township,22,Chrome,90,3793.38
Female,France,Candy Crush Saga,19,Chrome,37,4339.26
Male,France,Candy Crush Saga,18,Internet Explorer,36,5794.47
Male,France,Zynga Poker,22,Opera,45,7354.93
Female,United States,Township,25,Safari,36,8504.62
Male,Canada,Township,20,Opera,35,598.08
Female,France,Zynga Poker,26,Internet Explorer,53,4296.31
Female,France,Township,30,Safari,21,632.8
Male,United States,Candy Crush Saga,24,Chrome,30,5995.04
Female,France,Township,26,Chrome,77,1388.07
Male,Canada,Candy Crush Saga,23,Opera,55,7359.49
Male,Israel,Zynga Poker,22,Opera,81,816.95
Female,France,Zynga Poker,22,Internet Explorer,20,822.53
Female,Canada,Township,27,Chrome,6,4055.08
Male,Canada,Zynga Poker,27,Safari,54,8827.92
Female,Canada,Candy Crush Saga,18,Internet Explorer,89,2756.31
Female,United States,Township,22,Internet Explorer,83,7658.44
Female,France,Candy Crush Saga,27,Chrome,62,9558.14
Male,France,Candy Crush Saga,24,Safari,22,9571.89
Male,United States,Township,28,Opera,43,9526.11
Female,United States,Zynga Poker,22,Chrome,47,6294.68
Female,Canada,Township,29,Safari,26,9327.22
Female,France,Candy Crush Saga,21,Internet Explorer,64,1004.01
Female,United States,Township,27,Internet Explorer,49,4987.59
Female,United States,Zynga Poker,24,Internet Explorer,27,3985.4
Female,United States,Candy Crush Saga,20,Chrome,78,4895.48
Male,United States,Township,19,Opera,32,4960.31
Male,United States,Zynga Poker,23,Internet Explorer,25,3966.59
Female,France,Township,22,Internet Explorer,4,2733.07
Female,United States,Township,27,Safari,17,9350.74
Male,United States,Candy Crush Saga,28,Opera,84,6602.33
Female,United States,Township,27,Opera,4,5113.4
Female,Canada,Township,23,Safari,16,7075.04
Female,France,Zynga Poker,24,Chrome,58,3582.63
Female,Canada,Candy Crush Saga,30,Chrome,47,7588.63
Female,United States,Township,27,Chrome,34,3954.48
Female,Canada,Zynga Poker,19,Safari,57,1157.19
Female,France,Zynga Poker,29,Opera,62,4894.57
Female,Canada,Township,20,Safari,89,4445.29
Female,Canada,Township,24,Opera,97,1192.93
Female,United States,Candy Crush Saga,28,Safari,43,1286.9
Female,United States,Candy Crush Saga,28,Opera,57,6235.0
Male,Canada,Zynga Poker,24,Internet Explorer,54,3360.88
Male,Canada,Candy Crush Saga,26,Safari,100,983.38
Male,Canada,Township,20,Opera,3,6782.94
Male,Canada,Candy Crush Saga,28,Chrome,89,4286.03
Female,Israel,Zynga Poker,28,Internet Explorer,78,1702.42
Female,France,Candy Crush Saga,21,Safari,34,1611.38
Female,Canada,Township,21,Internet Explorer,36,5314.23
Female,Canada,Candy Crush Saga,20,Opera,55,5787.33
Male,United States,Township,30,Opera,37,9785.02
Female,Canada,Candy Crush Saga,22,Chrome,2,1478.9
Male,France,Township,20,Internet Explorer,43,7548.25
Female,France,Candy Crush Saga,20,Internet Explorer,7,9039.49
Female,United States,Zynga Poker,22,Safari,84,1075.66
Female,France,Zynga Poker,23,Internet Explorer,89,4603.01
Male,United States,Candy Crush Saga,24,Internet Explorer,96,2280.01
Female,France,Candy Crush Saga,20,Safari,21,2562.61
Male,France,Zynga Poker,30,Opera,37,2319.86
Female,France,Candy Crush Saga,18,Internet Explorer,21,288.56
Male,United States,Candy Crush Saga,26,Safari,46,1606.01
Female,Canada,Zynga Poker,20,Opera,35,2089.88
Female,France,Zynga Poker,18,Opera,69,7454.52
Male,United States,Zynga Poker,26,Safari,66,6686.6
Female,France,Zynga Poker,22,Opera,14,6303.34
Male,France,Township,23,Safari,36,4453.68
Female,France,Zynga Poker,28,Opera,57,4863.59
Male,France,Candy Crush Saga,19,Chrome,86,9266.53
Male,United States,Zynga Poker,21,Opera,88,5634.56
Male,United States,Zynga Poker,28,Chrome,11,4028.29
Female,United States,Candy Crush Saga,28,Safari,98,8260.68
Female,France,Candy Crush Saga,29,Chrome,59,2857.06
Male,France,Candy Crush Saga,30,Chrome,69,6712.87
Female,United States,Zynga Poker,18,Opera,69,9600.69
Male,United States,Zynga Poker,23,Internet Explorer,36,7312.78
Male,Canada,Township,29,Chrome,35,6380.95
Male,Israel,Candy Crush Saga,28,Internet Explorer,31,4014.38
Male,France,Zynga Poker,20,Chrome,82,7839.73
Female,France,Candy Crush Saga,27,Safari,86,9825.2
Male,France,Township,30,Opera,39,8965.08
Male,Canada,Zynga Poker,27,Opera,11,6126.79
Female,United States,Township,27,Safari,11,9555.57
Male,United States,Candy Crush Saga,18,Safari,66,3629.28
Male,United States,Candy Crush Saga,23,Chrome,84,7368.08
Male,United States,Zynga Poker,28,Chrome,75,440.39
Female,France,Zynga Poker,19,Opera,58,4571.66
Female,France,Candy Crush Saga,26,Safari,35,7761.9
Male,France,Township,28,Internet Explorer,48,9265.64
Male,United States,Township,18,Opera,1,5928.69
Female,United States,Township,19,Opera,65,8263.21
Female,France,Zynga Poker,26,Internet Explorer,42,518.01
Male,France,Candy Crush Saga,19,Internet Explorer,25,3301.62
Male,United States,Zynga Poker,20,Chrome,75,9420.98
Female,France,Candy Crush Saga,21,Internet Explorer,39,152.53
Male,United States,Zynga Poker,29,Internet Explorer,79,5996.19
Male,Canada,Township,24,Safari,45,6071.03
Female,France,Candy Crush Saga,29,Opera,40,6913.95
Male,United States,Township,25,Opera,35,2346.43
Female,United States,Zynga Poker,19,Internet Explorer,73,7927.68
Female,Canada,Zynga Poker,22,Safari,92,6483.06
Female,Canada,Township,22,Safari,7,2114.15
Male,United States,Candy Crush Saga,29,Opera,39,953.34
Male,France,Township,23,Safari,7,3830.37
Male,France,Township,30,Internet Explorer,60,472.36
Female,Canada,Township,19,Internet Explorer,28,7622.45
Female,United States,Candy Crush Saga,21,Opera,32,6036.42
Male,Canada,Candy Crush Saga,28,Chrome,50,2816.11
Male,United States,Candy Crush Saga,18,Safari,20,548.94
Female,United States,Township,27,Internet Explorer,76,1376.54
Male,France,Candy Crush Saga,30,Chrome,25,8427.85
Female,Canada,Township,20,Chrome,57,8929.65
Female,France,Zynga Poker,19,Opera,79,5247.45
Female,France,Zynga Poker,21,Internet Explorer,70,5800.9
Male,Canada,Township,19,Internet Explorer,90,4807.67
Male,France,Township,23,Internet Explorer,78,650.0
Male,France,Zynga Poker,26,Internet Explorer,17,1400.38
Male,United States,Township,18,Safari,83,6223.72
Female,United States,Township,27,Chrome,64,6719.2
Male,Canada,Zynga Poker,27,Chrome,65,2982.35
Male,France,Candy Crush Saga,19,Chrome,85,5024.47
Female,United States,Township,22,Internet Explorer,24,1813.76
Male,France,Zynga Poker,20,Safari,63,5581.28
Male,Canada,Township,27,Chrome,83,4933.54
Female,United States,Zynga Poker,26,Internet Explorer,50,3231.77
Male,Canada,Township,20,Chrome,20,5375.97
Female,Canada,Candy Crush Saga,27,Chrome,61,2372.88
Male,Canada,Township,22,Opera,14,9097.56
Male,Canada,Candy Crush Saga,18,Internet Explorer,26,2930.83
Male,Canada,Zynga Poker,30,Safari,80,6712.07
Male,France,Zynga Poker,21,Safari,42,1750.83
Male,France,Zynga Poker,27,Internet Explorer,82,1438.17
Male,Canada,Candy Crush Saga,21,Safari,54,4581.49
Male,Canada,Candy Crush Saga,30,Opera,90,9727.67
Male,France,Candy Crush Saga,21,Internet Explorer,61,7036.09
Female,France,Township,21,Opera,70,4964.17
Female,France,Candy Crush Saga,24,Safari,59,4100.71
Female,France,Candy Crush Saga,22,Safari,84,2190.12
Female,France,Candy Crush Saga,19,Chrome,53,3300.29
Male,United States,Zynga Poker,30,Opera,86,5421.11
Male,Canada,Township,19,Chrome,97,7769.95
Male,France,Zynga Poker,20,Internet Explorer,5,3857.01
Female,France,Candy Crush Saga,25,Internet Explorer,88,6637.85
Female,Canada,Candy Crush Saga,28,Safari,53,7135.75
Female,Israel,Zynga Poker,25,Safari,5,4825.39
Female,United States,Candy Crush Saga,29,Internet Explorer,92,4568.45
Male,France,Candy Crush Saga,19,Safari,90,4465.19
Male,Canada,Township,27,Safari,27,1950.93
Male,United States,Candy Crush Saga,23,Safari,43,1901.32
Female,France,Township,28,Internet Explorer,11,1718.88
Female,France,Candy Crush Saga,25,Safari,15,7280.56
Female,France,Candy Crush Saga,24,Opera,5,8101.95
Male,Canada,Candy Crush Saga,23,Chrome,47,1858.27
Female,France,Township,29,Internet Explorer,67,513.36
Male,France,Candy Crush Saga,21,Safari,15,1521.67
Female,France,Township,28,Internet Explorer,2,2304.02
Male,United States,Zynga Poker,29,Opera,38,9096.32
Male,Israel,Zynga Poker,30,Opera,25,2374.48
Male,United States,Zynga Poker,25,Opera,79,2539.05
Female,United States,Township,23,Safari,11,4721.25
Female,Canada,Township,28,Internet Explorer,94,7399.92
Male,France,Township,28,Chrome,50,8300.94
Female,France,Candy Crush Saga,20,Opera,20,4889.6
Female,France,Candy Crush Saga,22,Safari,85,4932.43
Female,France,Township,24,Chrome,16,1251.41
Male,France,Zynga Poker,22,Internet Explorer,20,4284.15
Female,France,Zynga Poker,23,Safari,7,9006.51
Male,United States,Candy Crush Saga,28,Internet Explorer,55,3114.52
Male,Canada,Candy Crush Saga,26,Internet Explorer,71,4535.98
Female,Canada,Zynga Poker,26,Safari,15,8985.04
Male,United States,Township,22,Safari,52,5860.87
Female,France,Township,26,Opera,10,4905.75
Female,France,Zynga Poker,26,Safari,74,268.97
Male,Israel,Township,18,Internet Explorer,76,605.82
Female,United States,Candy Crush Saga,23,Internet Explorer,60,4352.93
Male,United States,Zynga Poker,21,Safari,72,8684.29
Female,France,Candy Crush Saga,27,Internet Explorer,58,1980.45
Female,France,Township,22,Chrome,50,1335.12
Female,United States,Township,18,Chrome,58,2134.99
Male,United States,Candy Crush Saga,30,Safari,54,8919.84
Female,United States,Township,19,Opera,72,7554.46
Male,Canada,Township,24,Safari,84,3155.55
Male,United States,Zynga Poker,19,Safari,85,2120.28
Male,Canada,Township,22,Chrome,31,7727.66
Male,United States,Candy Crush Saga,22,Chrome,76,3747.14
Female,France,Zynga Poker,21,Internet Explorer,60,6796.77
Male,United States,Township,20,Opera,23,7749.52
Female,United States,Zynga Poker,18,Safari,21,1511.07
Female,United States,Township,23,Opera,60,3456.87
Male,France,Zynga Poker,19,Internet Explorer,67,7081.7
Female,United States,Candy Crush Saga,30,Internet Explorer,59,2695.47
Female,United States,Candy Crush Saga,27,Safari,39,6424.81
Female,United States,Candy Crush Saga,27,Chrome,4,8082.54
Male,France,Township,22,Chrome,57,2480.52
Male,Canada,Candy Crush Saga,22,Opera,18,7438.42
Male,Canada,Candy Crush Saga,20,Safari,91,7829.75
Female,United States,Candy Crush Saga,22,Opera,91,1292.8
Male,France,Candy Crush Saga,20,Safari,29,8219.9
Female,United States,Candy Crush Saga,27,Internet Explorer,65,4985.92
Female,United States,Candy Crush Saga,25,Internet Explorer,12,4951.11
Male,France,Candy Crush Saga,29,Internet Explorer,12,3363.94
Female,United States,Candy Crush Saga,20,Opera,60,2513.11
Male,France,Candy Crush Saga,22,Opera,41,6139.38
Female,France,Candy Crush Saga,22,Internet Explorer,86,8227.72
Male,United States,Zynga Poker,23,Opera,70,2838.77
Male,United States,Township,18,Internet Explorer,4,473.32
Female,United States,Township,28,Safari,34,2800.46
Female,France,Township,22,Opera,96,1698.65
Female,France,Township,27,Internet Explorer,4,8431.85
Female,United States,Zynga Poker,19,Safari,98,1629.66
Male,Canada,Township,27,Chrome,17,8177.79
Male,France,Candy Crush Saga,27,Internet Explorer,2,8677.5
Female,United States,Zynga Poker,26,Safari,81,2938.3
Female,France,Candy Crush Saga,24,Safari,17,5585.63
Male,France,Township,18,Chrome,52,8836.24
Male,France,Candy Crush Saga,30,Internet Explorer,92,6229.67
Male,France,Zynga Poker,23,Safari,20,7299.74
Female,France,Township,28,Safari,79,2740.73
Male,United States,Candy Crush Saga,26,Internet Explorer,74,3501.33
Male,United States,Zynga Poker,23,Internet Explorer,4,2476.53
Female,United States,Township,21,Chrome,7,6272.4
Male,United States,Zynga Poker,26,Internet Explorer,13,627.72
Female,Canada,Township,26,Safari,31,3239.78
Female,United States,Township,23,Safari,62,622.95
Female,France,Township,19,Safari,62,4786.65
Male,United States,Candy Crush Saga,25,Opera,78,9181.61
Female,United States,Zynga Poker,28,Internet Explorer,31,9568.16
Male,France,Zynga Poker,22,Chrome,56,6922.86
Male,France,Zynga Poker,20,Opera,1,5605.97
Male,Canada,Township,22,Safari,50,7335.43
Female,Canada,Zynga Poker,28,Chrome,44,4860.48
Male,United States,Candy Crush Saga,20,Chrome,50,4691.55
Male,France,Township,29,Opera,80,9974.87
Female,France,Zynga Poker,23,Safari,100,3646.92
Male,United States,Candy Crush Saga,20,Internet Explorer,58,127.17
Male,France,Zynga Poker,22,Safari,6,5869.17
Female,United States,Township,26,Chrome,93,5987.15
Male,United States,Zynga Poker,18,Opera,6,1661.76
Male,France,Candy Crush Saga,27,Safari,65,611.12
Female,United States,Township,27,Opera,28,4080.67
Female,France,Zynga Poker,26,Chrome,10,6564.68
Male,Canada,Township,21,Opera,71,4784.83
Female,France,Zynga Poker,19,Chrome,5,9650.36
Male,Canada,Candy Crush Saga,20,Internet Explorer,63,9416.45
Male,France,Zynga Poker,29,Opera,64,5121.46
Female,Canada,Township,18,Safari,29,8626.96
Female,United States,Township,21,Opera,59,1515.83
Female,France,Township,30,Safari,67,5607.98
Female,Israel,Zynga Poker,25,Safari,17,1002.74
Female,France,Zynga Poker,22,Internet Explorer,54,6236.5
Male,France,Zynga Poker,27,Opera,93,5824.43
Female,Canada,Township,28,Safari,84,9394.9
Male,France,Candy Crush Saga,22,Opera,49,1598.87
Male,United States,Zynga Poker,27,Safari,79,1356.6
Male,Canada,Candy Crush Saga,24,Internet Explorer,14,4069.79
Male,Israel,Zynga Poker,18,Chrome,97,5698.25
Male,United States,Township,24,Safari,12,5549.8
Male,United States,Township,30,Internet Explorer,4,3735.8
Male,Israel,Candy Crush Saga,20,Chrome,79,7474.65
Male,France,Township,30,Internet Explorer,39,5601.81
Female,United States,Township,26,Chrome,38,6077.2
Male,France,Zynga Poker,21,Chrome,97,3292.08
Female,France,Zynga Poker,27,Safari,71,4962.09
Female,Canada,Zynga Poker,28,Chrome,95,9493.19
Male,Israel,Candy Crush Saga,26,Opera,65,8767.68
Male,Israel,Zynga Poker,20,Chrome,68,5642.64
Male,United States,Candy Crush Saga,18,Opera,47,1049.02
Female,France,Township,25,Chrome,91,7992.1
Female,United States,Township,22,Opera,92,6942.23
Female,United States,Candy Crush Saga,18,Internet Explorer,11,8080.76
Male,France,Township,18,Internet Explorer,100,2641.03
Male,United States,Candy Crush Saga,30,Chrome,14,837.02
Male,France,Candy Crush Saga,28,Opera,59,9867.04
Male,United States,Zynga Poker,26,Internet Explorer,29,7647.52
Male,Canada,Zynga Poker,21,Chrome,66,7325.91
Female,France,Township,26,Opera,52,3747.86
Female,United States,Candy Crush Saga,22,Safari,7,6174.34
Female,France,Zynga Poker,23,Chrome,2,7943.06
Female,France,Zynga Poker,25,Opera,94,9502.85
Male,United States,Township,28,Opera,13,4336.1
Male,France,Township,18,Opera,70,7133.12
Male,France,Candy Crush Saga,27,Safari,17,2402.56
Female,France,Candy Crush Saga,27,Internet Explorer,20,1111.79
Female,United States,Candy Crush Saga,18,Opera,92,4034.31
Female,France,Candy Crush Saga,21,Chrome,84,3408.46
Female,United States,Candy Crush Saga,20,Opera,98,8252.31
Male,United States,Township,25,Opera,58,9950.53
Female,France,Candy Crush Saga,22,Chrome,4,8241.54
Male,France,Zynga Poker,19,Safari,74,9459.21
Female,United States,Township,24,Chrome,21,4717.62
Male,France,Township,28,Safari,61,9605.55
Female,France,Township,28,Chrome,6,546.53
Female,France,Candy Crush Saga,25,Safari,89,3876.62
Female,Canada,Zynga Poker,21,Safari,41,8644.09
Female,France,Zynga Poker,29,Safari,33,3037.25
Female,Canada,Candy Crush Saga,26,Internet Explorer,11,1929.89
Female,France,Candy Crush Saga,30,Internet Explorer,16,7307.29
Male,France,Township,29,Opera,61,5947.81
Female,United States,Candy Crush Saga,28,Internet Explorer,77,3122.78
Male,France,Township,29,Opera,50,3440.74
Male,United States,Candy Crush Saga,23,Safari,44,5578.92
Female,United States,Zynga Poker,21,Safari,66,7831.95
Male,France,Township,20,Safari,60,6322.9
Female,Canada,Zynga Poker,23,Internet Explorer,24,9873.86
Male,France,Candy Crush Saga,26,Chrome,98,2253.8
Female,France,Township,22,Chrome,79,3223.08
Male,Canada,Candy Crush Saga,23,Opera,28,1242.38
Male,Canada,Candy Crush Saga,26,Chrome,26,1725.04
Female,United States,Township,23,Opera,66,3669.47
Male,United States,Candy Crush Saga,28,Safari,42,5721.95
Male,Canada,Township,18,Internet Explorer,54,7215.33
Male,Canada,Zynga Poker,20,Safari,96,3990.3
Male,United States,Zynga Poker,21,Safari,17,9308.42
Male,France,Candy Crush Saga,22,Chrome,44,4597.64
Male,France,Candy Crush Saga,19,Internet Explorer,54,5014.72
Female,United States,Candy Crush Saga,23,Internet Explorer,26,7031.71
Male,United States,Zynga Poker,23,Chrome,48,3016.65
Female,United States,Zynga Poker,23,Opera,90,2091.12
Female,United States,Zynga Poker,20,Safari,99,8261.02
Male,France,Township,22,Internet Explorer,48,5968.44
Female,Canada,Candy Crush Saga,20,Internet Explorer,54,8159.47
Female,United States,Candy Crush Saga,29,Chrome,4,3376.05
Male,France,Candy Crush Saga,24,Safari,37,8937.47
Female,United States,Township,27,Internet Explorer,62,6688.56
Male,Canada,Zynga Poker,20,Safari,51,6779.13
Female,United States,Candy Crush Saga,28,Opera,12,4595.8
Male,France,Zynga Poker,23,Internet Explorer,88,4225.29
Female,United States,Township,26,Internet Explorer,41,3510.3
Female,United States,Zynga Poker,28,Internet Explorer,60,4267.56
Male,Canada,Zynga Poker,28,Opera,100,927.57
Female,France,Township,25,Chrome,37,3204.53
Male,United States,Zynga Poker,27,Safari,48,2042.04
Male,Canada,Township,28,Internet Explorer,2,1391.27
Male,France,Candy Crush Saga,24,Chrome,98,3459.48
Male,Canada,Township,29,Internet Explorer,60,7089.33
Male,France,Township,25,Internet Explorer,43,877.78
Male,Canada,Candy Crush Saga,23,Opera,51,8455.89
Male,France,Candy Crush Saga,28,Chrome,24,243.67
Male,France,Candy Crush Saga,25,Opera,43,5041.57
Female,Canada,Township,29,Internet Explorer,35,723.2
Female,United States,Candy Crush Saga,18,Internet Explorer,88,6024.48
Female,France,Candy Crush Saga,19,Safari,58,7036.66
Male,France,Zynga Poker,28,Opera,76,7928.85
Male,France,Candy Crush Saga,30,Chrome,59,7414.62
Female,France,Zynga Poker,23,Safari,40,3000.84
Female,France,Candy Crush Saga,21,Internet Explorer,26,8671.63
Female,United States,Zynga Poker,18,Safari,3,2014.42
Female,France,Zynga Poker,19,Safari,11,9358.89
Female,Canada,Candy Crush Saga,30,Internet Explorer,21,4192.38
Female,France,Township,20,Chrome,82,1151.55
Male,France,Candy Crush Saga,21,Safari,70,6632.49
Female,Israel,Candy Crush Saga,26,Chrome,36,5514.54
Female,France,Candy Crush Saga,18,Internet Explorer,64,4560.25
Male,United States,Zynga Poker,28,Chrome,91,4639.05
Male,Canada,Township,29,Chrome,65,4965.1
Female,United States,Township,23,Internet Explorer,64,5672.31
Female,United States,Candy Crush Saga,30,Internet Explorer,94,1963.55
Female,United States,Candy Crush Saga,24,Chrome,37,8485.14
Male,United States,Zynga Poker,25,Opera,57,8954.11
Female,France,Township,20,Chrome,24,557.08
Male,Canada,Candy Crush Saga,30,Internet Explorer,86,8756.79
Male,France,Candy Crush Saga,25,Safari,67,6748.63
Female,Canada,Township,26,Safari,22,700.1
Female,United States,Candy Crush Saga,21,Safari,16,3016.85
Female,United States,Township,26,Internet Explorer,14,1903.51
Female,Canada,Zynga Poker,27,Chrome,86,1099.81
Male,United States,Zynga Poker,21,Opera,87,9011.54
Male,United States,Zynga Poker,18,Opera,32,4734.57
Female,United States,Zynga Poker,30,Internet Explorer,41,2567.31
Male,France,Candy Crush Saga,27,Chrome,62,794.04
Male,France,Zynga Poker,18,Internet Explorer,40,4818.14
Male,France,Candy Crush Saga,24,Internet Explorer,30,7768.05
Male,United States,Candy Crush Saga,29,Safari,97,4979.73
Male,France,Zynga Poker,25,Chrome,92,1153.44
Male,France,Candy Crush Saga,24,Opera,42,7284.91
Male,France,Candy Crush Saga,23,Safari,53,3599.17
Female,France,Zynga Poker,25,Internet Explorer,45,3611.67
Male,France,Township,24,Internet Explorer,70,2692.56
Female,Canada,Township,19,Safari,94,8414.37
Female,France,Township,28,Internet Explorer,5,4202.27
Female,United States,Zynga Poker,19,Internet Explorer,69,4238.61
Male,United States,Candy Crush Saga,30,Internet Explorer,77,4522.88
Female,Israel,Township,24,Chrome,56,3172.26
Male,Israel,Zynga Poker,18,Internet Explorer,60,756.05
Male,United States,Candy Crush Saga,22,Opera,16,9240.43
Female,United States,Candy Crush Saga,29,Internet Explorer,73,8350.03
Female,United States,Zynga Poker,22,Safari,41,1674.72
Male,Canada,Candy Crush Saga,26,Opera,50,9346.76
Male,France,Candy Crush Saga,23,Chrome,37,7492.37
Male,United States,Zynga Poker,25,Safari,11,770.57
Female,France,Township,21,Internet Explorer,55,5465.83
Male,France,Township,21,Internet Explorer,70,2787.51
Male,France,Candy Crush Saga,27,Chrome,88,6758.0
Female,France,Township,25,Internet Explorer,62,2423.05
Male,France,Township,20,Internet Explorer,61,7795.51
Male,United States,Zynga Poker,25,Chrome,48,5767.05
Male,France,Township,25,Opera,11,4928.46
Female,United States,Zynga Poker,24,Opera,96,7837.52
Male,France,Candy Crush Saga,26,Safari,56,7175.35
Female,Canada,Zynga Poker,28,Internet Explorer,47,5648.6
Male,France,Zynga Poker,24,Safari,90,9117.45
Female,United States,Township,30,Internet Explorer,28,3929.62
Male,Canada,Township,25,Opera,91,8973.2
Female,France,Township,24,Internet Explorer,73,4111.3
Female,Canada,Candy Crush Saga,28,Internet Explorer,12,5824.35
Male,France,Candy Crush Saga,22,Opera,4,2097.26
Male,France,Zynga Poker,27,Safari,15,4393.37
Male,France,Zynga Poker,22,Opera,96,6552.4
Female,France,Candy Crush Saga,29,Safari,58,6852.16
Male,United States,Candy Crush Saga,26,Internet Explorer,30,1539.65
Male,France,Zynga Poker,30,Chrome,77,6071.43
Male,France,Township,19,Opera,85,7312.76
Male,France,Candy Crush Saga,22,Chrome,89,5988.47
Male,France,Zynga Poker,19,Safari,98,672.02
Male,France,Zynga Poker,26,Chrome,86,8287.67
Female,France,Zynga Poker,25,Chrome,48,5837.86
Male,United States,Township,26,Chrome,34,1872.9
Male,France,Zynga Poker,19,Chrome,42,8288.69
Male,France,Candy Crush Saga,27,Safari,45,6250.79
Female,Canada,Candy Crush Saga,19,Safari,97,4418.86
Male,Israel,Township,20,Internet Explorer,73,2493.96
Male,France,Township,23,Chrome,3,4636.43
Male,France,Township,27,Safari,36,6739.66
Male,France,Candy Crush Saga,21,Opera,46,5718.3
Female,France,Zynga Poker,19,Chrome,21,1278.06
Male,France,Candy Crush Saga,24,Chrome,39,7831.81
Female,United States,Candy Crush Saga,26,Safari,84,7887.65
Male,Canada,Candy Crush Saga,25,Chrome,62,2670.77
Male,United States,Township,20,Opera,99,5766.17
Male,Canada,Candy Crush Saga,26,Opera,63,3104.73
Male,Canada,Candy Crush Saga,18,Chrome,24,5568.24
Male,United States,Candy Crush Saga,24,Safari,46,3591.97
Male,United States,Zynga Poker,25,Safari,36,9172.31
Male,France,Township,26,Opera,33,8101.79
Female,France,Zynga Poker,27,Opera,92,1709.92
Male,France,Township,28,Internet Explorer,63,5910.2
Female,France,Township,29,Opera,19,2536.6
Male,United States,Candy Crush Saga,23,Chrome,17,1547.92
Male,United States,Township,28,Safari,33,7954.82
Female,Canada,Candy Crush Saga,28,Safari,75,8319.03
Female,United States,Zynga Poker,29,Safari,69,5019.84
Male,United States,Candy Crush Saga,25,Safari,3,3379.43
Female,France,Zynga Poker,25,Chrome,59,2027.56
Male,France,Zynga Poker,21,Safari,3,1598.2
Male,France,Zynga Poker,23,Opera,69,1450.78
Female,Canada,Candy Crush Saga,23,Internet Explorer,89,9929.35
Female,United States,Zynga Poker,28,Internet Explorer,83,9652.48
Male,United States,Township,23,Internet Explorer,84,3292.3
Female,United States,Zynga Poker,25,Safari,1,7290.09
Female,United States,Zynga Poker,29,Chrome,50,9555.67
Female,France,Zynga Poker,24,Opera,94,3759.95
Female,France,Zynga Poker,22,Opera,84,3905.05
Female,Canada,Zynga Poker,22,Chrome,91,5902.47
Male,Canada,Township,26,Safari,16,9877.87
Male,United States,Zynga Poker,23,Chrome,59,3408.32
Female,France,Zynga Poker,23,Chrome,94,9847.35
Male,France,Candy Crush Saga,25,Chrome,97,1782.28
Male,United States,Candy Crush Saga,25,Opera,12,3717.8
Male,France,Township,22,Opera,56,1198.48
Female,France,Township,20,Internet Explorer,86,1021.53
Male,France,Township,23,Opera,65,9319.88
Male,United States,Zynga Poker,22,Internet Explorer,17,8985.52
Female,France,Candy Crush Saga,18,Chrome,42,3412.8
Male,United States,Zynga Poker,21,Internet Explorer,61,1101.53
Female,France,Candy Crush Saga,23,Opera,75,3830.01
Male,Canada,Township,18,Internet Explorer,74,6430.77
Male,France,Township,21,Opera,44,3935.36
Male,France,Candy Crush Saga,19,Chrome,83,8318.31
Female,United States,Township,19,Internet Explorer,36,1617.43
Male,United States,Township,29,Opera,57,518.65
Male,United States,Zynga Poker,18,Chrome,25,1741.86
Female,France,Candy Crush Saga,30,Chrome,44,7738.38
Female,United States,Candy Crush Saga,22,Safari,10,9333.09
Female,France,Candy Crush Saga,30,Chrome,68,6337.46
Male,France,Candy Crush Saga,19,Safari,95,1286.77
Male,Canada,Township,26,Chrome,27,7536.61
Female,France,Township,20,Opera,1,1893.43
Female,United States,Township,22,Internet Explorer,86,2266.89
Female,Canada,Township,30,Safari,47,4500.8
Female,France,Candy Crush Saga,22,Internet Explorer,81,1280.05
Male,United States,Zynga Poker,26,Opera,52,9541.74
Female,United States,Township,19,Opera,88,8478.94
Female,France,Zynga Poker,21,Opera,41,6645.81
Male,France,Zynga Poker,18,Safari,44,751.86
Male,France,Candy Crush Saga,20,Opera,87,6072.88
Male,Canada,Township,25,Chrome,88,119.41
Male,France,Township,30,Safari,37,2838.26
Male,Canada,Zynga Poker,27,Internet Explorer,8,8377.52
Male,France,Township,20,Opera,31,6423.75
Male,Canada,Candy Crush Saga,25,Internet Explorer,28,5282.17
Female,United States,Zynga Poker,24,Internet Explorer,19,4912.26
Female,France,Candy Crush Saga,22,Chrome,100,8549.86
Male,United States,Candy Crush Saga,20,Safari,29,4025.97
Female,France,Zynga Poker,21,Chrome,35,4191.07
Female,France,Candy Crush Saga,26,Opera,87,2869.94
